company_name,rating,bio,salary,job,founded_in,field,other,city
SBI Life Insurance Company,3.7,Insurance | Jaipur +655 other locations,11700.0,6.0,2001 (25 yrs old),Insurance,Jaipur +655 other locations,jaipur
CBRE,4.1,Real Estate | Jaipur +91 other locations,18700.0,19.0,1906 (120 yrs old),Real Estate,Jaipur +91 other locations,jaipur
TVS Motor,3.9,Automobile | Jaipur +349 other locations,15800.0,64.0,1979 (47 yrs old),Automobile,Jaipur +349 other locations,jaipur
Schneider Electric,4.2,Industrial Automation | Jaipur +119 other locations,24400.0,24.0,1999 (27 yrs old),Industrial Automation,Jaipur +119 other locations,jaipur
Persistent Systems,3.6,IT Services & Consulting | Jaipur +41 other locations,44400.0,235.0,,IT Services & Consulting,Jaipur +41 other locations,jaipur
State Bank of India,3.8,Banking | Jaipur +618 other locations,11600.0,10.0,1806 (220 yrs old),Banking,Jaipur +618 other locations,jaipur
vivo,4.1,Consumer Electronics & Appliances | Jaipur +414 other locations,12900.0,11.0,2009 (17 yrs old),Consumer Electronics & Appliances,Jaipur +414 other locations,jaipur
Ecom Express,4.0,Logistics | Jaipur +775 other locations,9500.0,70.5,2012 (14 yrs old),Logistics,Jaipur +775 other locations,jaipur
KEC International,4.0,Engineering & Construction | Jaipur +313 other locations,13300.0,6.0,1945 (81 yrs old),Engineering & Construction,Jaipur +313 other locations,jaipur
JBM Group,3.9,Auto Components | Jaipur +117 other locations,13900.0,45.0,,Auto Components,Jaipur +117 other locations,jaipur
Nagarro,3.9,IT Services & Consulting | Jaipur +49 other locations,32000.0,945.0,1996 (30 yrs old),IT Services & Consulting,Jaipur +49 other locations,jaipur
Varun Beverages,4.0,Beverage | Jaipur +379 other locations,12000.0,41.0,1995 (31 yrs old),Beverage,Jaipur +379 other locations,jaipur
ITC Infotech,3.7,IT Services & Consulting | Jaipur +67 other locations,29500.0,78.0,2000 (26 yrs old),IT Services & Consulting,Jaipur +67 other locations,jaipur
Home Credit Finance,4.0,NBFC | Jaipur +136 other locations,9400.0,96.0,2012 (14 yrs old),NBFC,Jaipur +136 other locations,jaipur
Bosch,4.1,Auto Components | Jaipur +130 other locations,20700.0,70.5,1886 (140 yrs old),Auto Components,Jaipur +130 other locations,jaipur
Randstad,3.7,Recruitment | Jaipur +352 other locations,16400.0,8.0,1992 (34 yrs old),Recruitment,Jaipur +352 other locations,jaipur
EY Global Delivery Services ( EY GDS),3.5,IT Services & Consulting | Jaipur +56 other locations,20000.0,70.5,,IT Services & Consulting,Jaipur +56 other locations,jaipur
Hewlett Packard Enterprise,4.1,IT Services & Consulting | Jaipur +103 other locations,27100.0,220.0,2015 (11 yrs old),IT Services & Consulting,Jaipur +103 other locations,jaipur
Utkarsh Small Finance Bank,3.6,Banking | Jaipur +407 other locations,10800.0,26.0,2009 (17 yrs old),Banking,Jaipur +407 other locations,jaipur
Mahindra Logistics,3.7,Logistics | Jaipur +233 other locations,280000.0,382.0,1986 (40 yrs old),Logistics,Jaipur +233 other locations,jaipur
Aditya Birla Fashion and Retail,4.1,Fashion & Textile | Jaipur +291 other locations,13100.0,76.0,,Fashion & Textile,Jaipur +291 other locations,jaipur
L&T Finance,3.9,NBFC | Jaipur +634 other locations,20000.0,70.5,,NBFC,Jaipur +634 other locations,jaipur
OPPO,3.9,Consumer Electronics & Appliances | Jaipur +410 other locations,11800.0,10.0,2004 (22 yrs old),Consumer Electronics & Appliances,Jaipur +410 other locations,jaipur
Dell,3.8,Consumer Electronics & Appliances | Jaipur +117 other locations,28700.0,16.0,1984 (42 yrs old),Consumer Electronics & Appliances,Jaipur +117 other locations,jaipur
CARS24,3.4,Internet | Jaipur +173 other locations,20000.0,70.5,,Internet,Jaipur +173 other locations,jaipur
Havells,3.9,Electrical Equipment | Jaipur +260 other locations,15500.0,34.0,1983 (43 yrs old),Electrical Equipment,Jaipur +260 other locations,jaipur
Intas Pharmaceuticals,4.1,Pharma | Jaipur +148 other locations,17300.0,54.0,1977 (49 yrs old),Pharma,Jaipur +148 other locations,jaipur
R1 RCM,3.8,BPO | Jaipur +46 other locations,21100.0,163.0,2007 (19 yrs old),BPO,Jaipur +46 other locations,jaipur
Tata AIA Life Insurance,3.9,Insurance | Jaipur +442 other locations,14100.0,680.0,2001 (25 yrs old),Insurance,Jaipur +442 other locations,jaipur
Hyundai Motor India Limited,4.1,Automobile | Jaipur +287 other locations,13800.0,3.0,1967 (59 yrs old),Automobile,Jaipur +287 other locations,jaipur
Deutsche Bank,3.8,Banking | Jaipur +42 other locations,36000.0,391.0,1870 (156 yrs old),Banking,Jaipur +42 other locations,jaipur
Motilal Oswal Financial Services,3.7,Financial Services | Jaipur +168 other locations,12900.0,45.0,,Financial Services,Jaipur +168 other locations,jaipur
Team Lease,3.9,Recruitment | Jaipur +396 other locations,16000.0,70.5,2016 (10 yrs old),Recruitment,Jaipur +396 other locations,jaipur
Berger Paints,3.7,Chemicals | Jaipur +353 other locations,10000.0,131.0,,Chemicals,Jaipur +353 other locations,jaipur
VE Commercial Vehicles,3.9,Automobile | Jaipur +179 other locations,14100.0,8.0,2008 (18 yrs old),Automobile,Jaipur +179 other locations,jaipur
Lenskart,3.3,Internet | Jaipur +240 other locations,13200.0,128.0,,Internet,Jaipur +240 other locations,jaipur
Thermax Limited,4.2,Industrial Machinery | Jaipur +250 other locations,20000.0,70.5,,Industrial Machinery,Jaipur +250 other locations,jaipur
Bajaj Auto,3.8,Automobile | Jaipur +317 other locations,14500.0,70.5,1945 (81 yrs old),Automobile,Jaipur +317 other locations,jaipur
Macleods Pharmaceuticals,3.7,Pharma | Jaipur +133 other locations,15500.0,10.0,1986 (40 yrs old),Pharma,Jaipur +133 other locations,jaipur
Aakash Educational Services,3.2,Education & Training | Jaipur +244 other locations,13600.0,71.0,1988 (38 yrs old),Education & Training,Jaipur +244 other locations,jaipur
Kogta Financial India Limited,4.7,NBFC | Jaipur +259 other locations,1900.0,115.0,1996 (30 yrs old),NBFC,Jaipur +259 other locations,jaipur
Jubilant Foods Works,3.7,Hospitality | Jaipur +262 other locations,9200.0,192.0,1995 (31 yrs old),Hospitality,Jaipur +262 other locations,jaipur
LG Electronics,3.9,Consumer Electronics & Appliances | Jaipur +298 other locations,11000.0,70.5,1958 (68 yrs old),Consumer Electronics & Appliances,Jaipur +298 other locations,jaipur
Royal Enfield,4.2,Automobile | Jaipur +372 other locations,14800.0,20.0,1901 (125 yrs old),Automobile,Jaipur +372 other locations,jaipur
Hindalco Industries,4.2,Metals & Mining | Jaipur +127 other locations,12400.0,4.0,1958 (68 yrs old),Metals & Mining,Jaipur +127 other locations,jaipur
Jindal Steel Limited,3.9,Iron & Steel | Jaipur +172 other locations,15400.0,31.0,1979 (47 yrs old),Iron & Steel,Jaipur +172 other locations,jaipur
John Deere,4.0,Industrial Machinery | Jaipur +155 other locations,15200.0,1.0,2001 (25 yrs old),Industrial Machinery,Jaipur +155 other locations,jaipur
Tata Communications,3.9,Telecom | Jaipur +102 other locations,23500.0,33.0,1986 (40 yrs old),Telecom,Jaipur +102 other locations,jaipur
DCB Bank,3.8,Banking | Jaipur +341 other locations,9500.0,11.0,,Banking,Jaipur +341 other locations,jaipur
HDFC Ergo General Insurance,4.0,Insurance | Jaipur +324 other locations,12000.0,10.0,2002 (24 yrs old),Insurance,Jaipur +324 other locations,jaipur
RBL Bank,3.5,Banking | Jaipur +284 other locations,18300.0,53.0,1943 (83 yrs old),Banking,Jaipur +284 other locations,jaipur
Cummins,4.3,Industrial Machinery | Jaipur +114 other locations,15500.0,8.0,1919 (107 yrs old),Industrial Machinery,Jaipur +114 other locations,jaipur
Oyo Rooms,3.1,Internet | Jaipur +121 other locations,14400.0,127.0,2012 (14 yrs old),Internet,Jaipur +121 other locations,jaipur
Pidilite Industries,4.2,Chemicals | Jaipur +312 other locations,11400.0,3.0,,Chemicals,Jaipur +312 other locations,jaipur
Alembic Pharmaceuticals,3.9,Pharma | Jaipur +187 other locations,15300.0,72.0,1907 (119 yrs old),Pharma,Jaipur +187 other locations,jaipur
Reliance Communications,4.0,Telecom | Jaipur +467 other locations,9600.0,70.5,2002 (24 yrs old),Telecom,Jaipur +467 other locations,jaipur
Publicis Sapient,3.4,IT Services & Consulting | Jaipur +46 other locations,30900.0,254.0,,IT Services & Consulting,Jaipur +46 other locations,jaipur
PVR INOX,3.9,Media & Entertainment | Jaipur +150 other locations,20000.0,70.5,,Media & Entertainment,Jaipur +150 other locations,jaipur
Subros,3.8,Auto Components | Jaipur +88 other locations,12500.0,1.0,1985 (41 yrs old),Auto Components,Jaipur +88 other locations,jaipur
American Express,4.1,Financial Services | Jaipur +53 other locations,24400.0,149.0,1850 (176 yrs old),Financial Services,Jaipur +53 other locations,jaipur
XpressBees,4.2,Logistics | Jaipur +474 other locations,8200.0,10.0,2015 (11 yrs old),Logistics,Jaipur +474 other locations,jaipur
Automatic Data Processing (ADP),3.9,Software Product | Jaipur +40 other locations,20000.0,70.5,,Software Product,Jaipur +40 other locations,jaipur
PNB MetLife,3.4,Insurance | Jaipur +423 other locations,8000.0,15.0,2001 (25 yrs old),Insurance,Jaipur +423 other locations,jaipur
Escorts Kubota Limited,4.1,Automobile | Jaipur +155 other locations,13300.0,3.0,,Automobile,Jaipur +155 other locations,jaipur
Aditya Birla Sun Life Insurance,4.0,Insurance | Jaipur +488 other locations,9900.0,70.5,2000 (26 yrs old),Insurance,Jaipur +488 other locations,jaipur
Grasim Industries,4.0,Building Material | Jaipur +241 other locations,12700.0,4.0,1947 (79 yrs old),Building Material,Jaipur +241 other locations,jaipur
Aditya Birla Capital,3.8,NBFC | Jaipur +338 other locations,14300.0,3.0,2017 (9 yrs old),NBFC,Jaipur +338 other locations,jaipur
Maersk,4.0,Logistics | Jaipur +49 other locations,18900.0,32.0,,Logistics,Jaipur +49 other locations,jaipur
Synechron,3.5,IT Services & Consulting | Jaipur +32 other locations,27900.0,61.0,2001 (25 yrs old),IT Services & Consulting,Jaipur +32 other locations,jaipur
Glenmark Pharmaceuticals,3.8,Pharma | Jaipur +184 other locations,12100.0,125.0,1977 (49 yrs old),Pharma,Jaipur +184 other locations,jaipur
Birlasoft,3.5,IT Services & Consulting | Jaipur +50 other locations,29700.0,475.0,1995 (31 yrs old),IT Services & Consulting,Jaipur +50 other locations,jaipur
Dabur,3.8,FMCG | Jaipur +320 other locations,8800.0,22.0,1884 (142 yrs old),FMCG,Jaipur +320 other locations,jaipur
Godrej & Boyce Manufacturing,3.9,Consumer Electronics & Appliances | Jaipur +165 other locations,20000.0,70.5,,Consumer Electronics & Appliances,Jaipur +165 other locations,jaipur
Samvardhana Motherson Group,3.7,Auto Components | Jaipur +93 other locations,12000.0,11.0,1986 (40 yrs old),Auto Components,Jaipur +93 other locations,jaipur
Cogent E Services,3.2,BPO | Jaipur +55 other locations,10300.0,1.0,2004 (22 yrs old),BPO,Jaipur +55 other locations,jaipur
Sodexo,4.0,Facility Management Services | Jaipur +156 other locations,9700.0,1100.0,1966 (60 yrs old),Facility Management Services,Jaipur +156 other locations,jaipur
JK Cement,4.0,Building Material | Jaipur +327 other locations,9800.0,1.0,1975 (51 yrs old),Building Material,Jaipur +327 other locations,jaipur
KPIT Technologies,2.9,Software Product | Jaipur +44 other locations,22900.0,46.0,1990 (36 yrs old),Software Product,Jaipur +44 other locations,jaipur
Kotak Mahindara Life Insurance,3.5,Insurance | Jaipur +256 other locations,12700.0,199.0,2001 (25 yrs old),Insurance,Jaipur +256 other locations,jaipur
Abbott,4.1,Pharma | Jaipur +214 other locations,11600.0,252.0,1910 (116 yrs old),Pharma,Jaipur +214 other locations,jaipur
Aarti Industries,4.1,Agro Chemicals | Jaipur +58 other locations,14300.0,11.0,1975 (51 yrs old),Agro Chemicals,Jaipur +58 other locations,jaipur
Reliance Projects & Property Management Services,4.0,Other | Jaipur +617 other locations,20000.0,70.5,,Other,Jaipur +617 other locations,jaipur
Ipca Laboratories,3.8,Pharma | Jaipur +160 other locations,11500.0,37.0,1949 (77 yrs old),Pharma,Jaipur +160 other locations,jaipur
Indian Oil Corporation,4.3,Oil & Gas | Jaipur +308 other locations,7800.0,70.5,1959 (67 yrs old),Oil & Gas,Jaipur +308 other locations,jaipur
MRF Tyres,3.6,Auto Components | Jaipur +193 other locations,12700.0,23.0,1946 (80 yrs old),Auto Components,Jaipur +193 other locations,jaipur
Reliance Digital,4.2,Retail | Jaipur +378 other locations,8000.0,1.0,2007 (19 yrs old),Retail,Jaipur +378 other locations,jaipur
Alkem Laboratories,3.9,Pharma | Jaipur +196 other locations,9800.0,12.0,,Pharma,Jaipur +196 other locations,jaipur
Johnson Controls,3.5,Industrial Automation | Jaipur +57 other locations,17300.0,5.0,,Industrial Automation,Jaipur +57 other locations,jaipur
Honda Motorcycle & Scooter,4.1,Automobile | Jaipur +299 other locations,20000.0,70.5,,Automobile,Jaipur +299 other locations,jaipur
IGT Solutions,3.2,BPO | Jaipur +47 other locations,13500.0,91.0,1998 (28 yrs old),BPO,Jaipur +47 other locations,jaipur
PhonePe,4.1,FinTech | Jaipur +390 other locations,12600.0,30.0,2015 (11 yrs old),FinTech,Jaipur +390 other locations,jaipur
UNO Minda,4.0,Auto Components | Jaipur +109 other locations,11200.0,14.0,1958 (68 yrs old),Auto Components,Jaipur +109 other locations,jaipur
Vishal Mega Mart,3.8,Retail | Jaipur +377 other locations,6100.0,6.0,2008 (18 yrs old),Retail,Jaipur +377 other locations,jaipur
Hindustan Coca Cola Beverages,4.0,Beverage | Jaipur +258 other locations,7600.0,27.0,1997 (29 yrs old),Beverage,Jaipur +258 other locations,jaipur
ArcelorMittal Nippon Steel,4.1,Iron & Steel | Jaipur +86 other locations,11700.0,70.5,10k-50k,Iron & Steel,Jaipur +86 other locations,jaipur
UBS,3.8,Financial Services | Jaipur +19 other locations,31300.0,2.0,1998 (28 yrs old),Financial Services,Jaipur +19 other locations,jaipur
DTDC Express,3.7,Logistics | Jaipur +270 other locations,20000.0,70.5,,Logistics,Jaipur +270 other locations,jaipur
Ford Motor,4.2,Automobile | Jaipur +130 other locations,15100.0,70.5,1903 (123 yrs old),Automobile,Jaipur +130 other locations,jaipur
Bajaj General Insurance Limited,3.7,Insurance | Jaipur +303 other locations,10700.0,71.0,5k-10k,Insurance,Jaipur +303 other locations,jaipur
TCS,3.3,IT Services & Consulting | Mumbai +439 other locations,970000.0,2000.0,1968 (58 yrs old),IT Services & Consulting,Mumbai +439 other locations,mumbai
Accenture,3.7,IT Services & Consulting | Mumbai +255 other locations,650000.0,31900.0,1989 (37 yrs old),IT Services & Consulting,Mumbai +255 other locations,mumbai
Wipro,3.6,IT Services & Consulting | Mumbai +370 other locations,480000.0,6500.0,1945 (81 yrs old),IT Services & Consulting,Mumbai +370 other locations,mumbai
Cognizant,3.6,IT Services & Consulting | Mumbai +229 other locations,600000.0,730.0,1994 (32 yrs old),IT Services & Consulting,Mumbai +229 other locations,mumbai
Capgemini,3.7,IT Services & Consulting | Mumbai +184 other locations,470000.0,1900.0,1967 (59 yrs old),IT Services & Consulting,Mumbai +184 other locations,mumbai
HDFC Bank,3.8,Banking | Mumbai +1821 other locations,150000.0,266.0,1994 (32 yrs old),Banking,Mumbai +1821 other locations,mumbai
Infosys,3.5,IT Services & Consulting | Mumbai +246 other locations,520000.0,2700.0,,IT Services & Consulting,Mumbai +246 other locations,mumbai
ICICI Bank,4.0,Banking | Mumbai +1438 other locations,150000.0,22.0,1994 (32 yrs old),Banking,Mumbai +1438 other locations,mumbai
HCLTech,3.4,IT Services & Consulting | Mumbai +226 other locations,370000.0,165.0,,IT Services & Consulting,Mumbai +226 other locations,mumbai
Tech Mahindra,3.4,IT Services & Consulting | Mumbai +331 other locations,280000.0,383.0,1986 (40 yrs old),IT Services & Consulting,Mumbai +331 other locations,mumbai
Genpact,3.6,IT Services & Consulting | Mumbai +182 other locations,230000.0,831.0,1997 (29 yrs old),IT Services & Consulting,Mumbai +182 other locations,mumbai
Teleperformance,3.8,BPO | Mumbai +254 other locations,95800.0,1300.0,1978 (48 yrs old),BPO,Mumbai +254 other locations,mumbai
Axis Bank,3.6,Banking | Mumbai +1498 other locations,100000.0,217.0,1993 (33 yrs old),Banking,Mumbai +1498 other locations,mumbai
Jio,4.4,Telecom | Mumbai +1893 other locations,62000.0,3.0,2018 (8 yrs old),Telecom,Mumbai +1893 other locations,mumbai
Concentrix Corporation,3.6,BPO | Mumbai +177 other locations,130000.0,82.0,1983 (43 yrs old),BPO,Mumbai +177 other locations,mumbai
Amazon,3.9,Internet | Mumbai +518 other locations,150000.0,1600.0,1994 (32 yrs old),Internet,Mumbai +518 other locations,mumbai
iEnergizer,4.6,BPO | Mumbai +52 other locations,23900.0,68.0,,BPO,Mumbai +52 other locations,mumbai
Reliance Retail,3.9,Retail | Mumbai +1150 other locations,74700.0,152.0,2006 (20 yrs old),Retail,Mumbai +1150 other locations,mumbai
LTIMindtree,3.6,IT Services & Consulting | Mumbai +146 other locations,190000.0,450.0,1997 (29 yrs old),IT Services & Consulting,Mumbai +146 other locations,mumbai
IBM,3.9,IT Services & Consulting | Mumbai +160 other locations,210000.0,813.0,1911 (115 yrs old),IT Services & Consulting,Mumbai +160 other locations,mumbai
HDB Financial Services,3.9,NBFC | Mumbai +1090 other locations,50200.0,203.0,2007 (19 yrs old),NBFC,Mumbai +1090 other locations,mumbai
Larsen & Toubro Limited,3.9,Engineering & Construction | Mumbai +754 other locations,24000.0,78.0,,Engineering & Construction,Mumbai +754 other locations,mumbai
